box_label,bag_label,cruise,date,location,haul_no,station,species,species_no,bongo,quantity,notes,inv_no,fish_no,length_mm,sex,TO
box#2_2014,Hopkins SIA OS1405 Trawl Samples Leg 2,1405,6/16/14,NA,158,613,northern lampfish,NA,NA,5,NA,inv22,NA,NA,NA,NA
box#2_2014,Hopkins SIA OS1405 Trawl Samples Leg 2,1405,6/5/14,NA,119,463,northern lampfish,NA,NA,5,NA,inv22,NA,NA,NA,NA
box#2_2014,Hopkins SIA OS1405 Trawl Samples Leg 2,1405,6/13/14,NA,148,474,blue lanternfish,NA,NA,3,NA,inv22,NA,NA,NA,NA
box#2_2014,Hopkins SIA OS1405 Trawl Samples Leg 2,1405,6/16/14,NA,158,613,blue lanternfish,NA,NA,5,NA,inv22,NA,NA,NA,NA
box#2_2014,Hopkins SIA OS1405 Trawl Samples Leg 2,1405,6/10/14,NA,139,171,hake,NA,NA,1,juv,inv22,NA,NA,NA,NA
box#2_2014,Hopkins SIA OS1405 Trawl Samples Leg 2,1405,6/16/14,NA,158,613,pacific sanddab,NA,NA,1,juv,inv22,NA,NA,NA,NA
box#2_2014,Hopkins SIA OS1405 Trawl Samples Leg 2,1405,6/15/14,NA,154,622,krill,NA,NA,20,NA,inv22,NA,NA,NA,NA
box#2_2014,Hopkins SIA OS1405 Trawl Samples Leg 2,1405,6/14/14,NA,152,605,blue lanternfish,NA,NA,5,NA,inv22,NA,NA,NA,NA
box#2_2014,Hopkins SIA OS1405 Trawl Samples Leg 2,1405,6/3/14,NA,113,127,blue lanternfish,NA,NA,2,NA,inv22,NA,NA,NA,NA
box#2_2014,Hopkins SIA OS1405 Trawl Samples Leg 2,1405,6/4/14,NA,118,461,pacific sanddab,NA,NA,4,juv,inv22,NA,NA,NA,NA
box#2_2014,Hopkins SIA OS1405 Trawl Samples Leg 2,1405,6/5/14,NA,119,463,blue lanternfish,NA,NA,4,NA,inv22,NA,NA,NA,NA
box#2_2014,Hopkins SIA OS1405 Trawl Samples Leg 2,1405,6/15/14,NA,119,463,hake,NA,NA,1,adult tissue,inv22,NA,NA,NA,NA
box#2_2014,Hopkins SIA OS1405 Trawl Samples Leg 2,1405,6/5/14,NA,121,471,hake,NA,NA,1,adult tissue,inv22,NA,NA,NA,NA
box#2_2014,Hopkins SIA OS1405 Trawl Samples Leg 2,1405,6/10/14,NA,137,168,hake,NA,NA,1,yoy,inv22,NA,NA,NA,NA
box#2_2014,Hopkins SIA OS1405 Trawl Samples Leg 2,1405,6/5/14,NA,120,464,northern lampfish,NA,NA,5,NA,inv22,NA,NA,NA,NA
box#2_2014,Hopkins SIA OS1405 Trawl Samples Leg 2,1405,6/8/14,NA,128,152,pacific sanddab,NA,NA,5,juv,inv22,NA,NA,NA,NA
box#2_2014,Hopkins SIA OS1405 Trawl Samples Leg 2,1405,6/10/14,NA,140,183,hake,NA,NA,1,adult tissue,inv22,NA,NA,NA,NA
box#2_2014,Hopkins SIA OS1405 Trawl Samples Leg 2,1405,6/11/14,NA,143,455,california headlight fish,NA,NA,4,NA,inv22,NA,NA,NA,NA
box#2_2014,Hopkins SIA OS1405 Trawl Samples Leg 2,1405,6/5/14,NA,120,464,blue lanternfish,NA,NA,5,NA,inv22,NA,NA,NA,NA
box#2_2014,Hopkins SIA OS1405 Trawl Samples Leg 2,1405,6/5/14,NA,122,473,pacific sanddab,NA,NA,2,juv,inv22,NA,NA,NA,NA
box#2_2014,Hopkins SIA OS1405 Trawl Samples Leg 2,1405,6/10/14,NA,138,170,hake,NA,NA,2,adult tissue,inv22,NA,NA,NA,NA
box#2_2014,Hopkins SIA OS1405 Trawl Samples Leg 2,1405,6/15/14,NA,153,621,hake,NA,NA,4,adult tissue,inv22,NA,NA,NA,NA
box#2_2014,Hopkins SIA OS1405 Trawl Samples Leg 2,1405,5/3/14,NA,101,101,anchovy,NA,NA,1,NA,inv22,NA,NA,NA,NA
box#2_2014,Hopkins SIA OS1405 Trawl Samples Leg 2,1405,6/6/14,NA,123,474,california headlight fish,NA,NA,3,NA,inv22,NA,NA,NA,NA
box#2_2014,Hopkins SIA OS1405 Trawl Samples Leg 2,1405,6/11/14,NA,142,454,hake,NA,NA,2,juv,inv22,NA,NA,NA,NA
box#2_2014,Hopkins SIA OS1405 Trawl Samples Leg 2,1405,5/31/14,NA,101,101,pacific sanddab,NA,NA,5,juv,inv22,NA,NA,NA,NA
box#2_2014,Hopkins SIA OS1405 Trawl Samples Leg 2,1405,6/15/14,NA,155,623,pacific sanddab,NA,NA,5,juv,inv22,NA,NA,NA,NA
box#2_2014,Hopkins SIA OS1405 Trawl Samples Leg 2,1405,6/14/14,NA,151,603,northern lampfish,NA,NA,5,NA,inv22,NA,NA,NA,NA
box#2_2014,Hopkins SIA OS1405 Trawl Samples Leg 2,1405,6/16/14,NA,159,615,blue lanternfish,NA,NA,5,NA,inv22,NA,NA,NA,NA
box#2_2014,Hopkins SIA OS1405 Trawl Samples Leg 2,1405,6/12/14,NA,146,471,pacific sanddab,NA,NA,5,juv,inv22,NA,NA,NA,NA
box#2_2014,Hopkins SIA OS1405 Trawl Samples Leg 2,1405,6/6/14,NA,124,183,hake,NA,NA,1,adult tissue,inv22,NA,NA,NA,NA
box#2_2014,Hopkins SIA OS1405 Trawl Samples Leg 2,1405,5/30/14,NA,99,493,anchovy,NA,NA,3,juv,inv22,NA,NA,NA,NA
box#2_2014,Hopkins SIA OS1405 Trawl Samples Leg 2,1405,6/7/14,NA,126,454,hake,NA,NA,1,juv,inv22,NA,NA,NA,NA
box#2_2014,Hopkins SIA OS1405 Trawl Samples Leg 2,1405,6/15/14,NA,154,623,hake,NA,NA,1,adult tissue,inv22,NA,NA,NA,NA
box#2_2014,Hopkins SIA OS1405 Trawl Samples Leg 2,1405,6/1/14,NA,103,104,anchovy,NA,NA,2,juv,inv22,NA,NA,NA,NA
box#2_2014,Hopkins SIA OS1405 Trawl Samples Leg 2,1405,5/27/14,NA,86,111,pacific sanddab,NA,NA,5,juv,inv22,NA,NA,NA,NA
box#2_2014,Hopkins SIA OS1405 Trawl Samples Leg 2,1405,6/15/14,NA,156,611,pacific sanddab,NA,NA,2,juv,inv22,NA,NA,NA,NA
box#2_2014,Hopkins SIA OS1405 Trawl Samples Leg 2,1405,6/15/14,NA,154,622,pacific sanddab,NA,NA,5,juv,inv22,NA,NA,NA,NA
box#2_2014,Hopkins SIA OS1405 Trawl Samples Leg 2,1405,6/3/14,NA,114,154,hake,NA,NA,5,juv,inv22,NA,NA,NA,NA
box#2_2014,Hopkins SIA OS1405 Trawl Samples Leg 2,1405,6/12/14,NA,147,NA,blue lanternfish,NA,NA,1,NA,inv22,NA,NA,NA,NA
box#2_2014,Hopkins SIA OS1405 Trawl Samples Leg 2,1405,6/1/14,NA,103,104,hake,NA,NA,4,juv,inv22,NA,NA,NA,NA
box#2_2014,Hopkins SIA OS1405 Trawl Samples Leg 2,1405,6/5/14,NA,120,464,california headlight fish,NA,NA,5,NA,inv22,NA,NA,NA,NA
box#2_2014,Hopkins SIA OS1405 Trawl Samples Leg 2,1405,6/7/14,NA,126,454,blue lanternfish,NA,NA,4,NA,inv22,NA,NA,NA,NA
box#2_2014,Hopkins SIA OS1405 Trawl Samples Leg 2,1405,6/16/14,NA,159,615,california headlight fish,NA,NA,5,"labeled ""headlight fish""",inv22,NA,NA,NA,NA
box#2_2014,Hopkins SIA OS1405 Trawl Samples Leg 2,1405,6/13/14,NA,149,601,hake,NA,NA,1,juv,inv22,NA,NA,NA,NA
box#2_2014,Hopkins SIA OS1405 Trawl Samples Leg 2,1405,6/12/14,NA,147,NA,pacific sanddab,NA,NA,5,NA,inv22,NA,NA,NA,NA
box#2_2014,Hopkins SIA OS1405 Trawl Samples Leg 2,1405,6/13/14,NA,149,601,pacific sanddab,NA,NA,1,juv,inv22,NA,NA,NA,NA
box#2_2014,Hopkins SIA OS1405 Trawl Samples Leg 2,1405,6/11/14,NA,142,142,california headlight fish,NA,NA,3,NA,inv22,NA,NA,NA,NA
box#2_2014,Hopkins SIA OS1405 Trawl Samples Leg 2,1405,6/10/14,NA,136,167,hake,NA,NA,2,yoy,inv22,NA,NA,NA,NA
box#2_2014,Hopkins SIA OS1405 Trawl Samples Leg 2,1405,6/16/14,NA,159,615,northern lampfish,NA,NA,4,NA,inv22,NA,NA,NA,NA
box#2_2014,Hopkins SIA OS1405 Trawl Samples Leg 2,1405,6/11/14,NA,103,104,northern lampfish,NA,NA,5,NA,inv22,NA,NA,NA,NA
box#2_2014,Hopkins SIA OS1405 Trawl Samples Leg 2,1405,6/15/14,NA,155,623,hake,NA,NA,4,adult tissue,inv22,NA,NA,NA,NA
box#2_2014,Hopkins SIA OS1405 Trawl Samples Leg 2,1405,5/28/14,NA,89,114,pacific sanddab,NA,NA,2,NA,inv22,NA,NA,NA,NA
box#2_2014,Hopkins SIA OS1405 Trawl Samples Leg 2,1405,6/15/14,NA,156,611,hake,NA,NA,5,adult tissue,inv22,NA,NA,NA,NA
box#2_2014,Hopkins SIA OS1405 Trawl Samples Leg 2,1405,6/10/14,NA,141,NA,hake,NA,NA,5,juv,inv22,NA,NA,NA,NA
box#2_2014,Hopkins SIA OS1405 Trawl Samples Leg 2,1405,6/14/14,NA,151,603,hake,NA,NA,5,adult,inv22,NA,NA,NA,NA
box#2_2014,Hopkins SIA OS1405 Trawl Samples Leg 2,1405,6/6/14,NA,123,474,blue lanternfish,NA,NA,1,NA,inv22,NA,NA,NA,NA
box#2_2014,Hopkins SIA OS1405 Trawl Samples Leg 2,1405,6/13/14,NA,148,474,hake,NA,NA,5,adult,inv22,NA,NA,NA,NA
box#2_2014,Hopkins SIA OS1405 Trawl Samples Leg 2,1405,6/16/14,NA,159,NA,krill,NA,NA,25,station number may be 615 or 645,inv22,NA,NA,NA,NA
box#2_2014,Hopkins SIA OS1405 Trawl Samples Leg 2,1405,6/15/14,NA,157,612,hake,NA,NA,3,adult tissue,inv22,NA,NA,NA,NA
box#2_2014,Hopkins SIA OS1405 Trawl Samples Leg 2,1405,6/13/14,NA,150,602,hake,NA,NA,2,adult,inv22,NA,NA,NA,NA
box#2_2014,Hopkins SIA OS1405 Trawl Samples Leg 2,1405,6/14/14,`,152,605,california headlight fish,NA,NA,5,"labeled ""headlight"" ",inv22,NA,NA,NA,NA
box#2_2014 ,Hopkins SIA OS-14-05 leg 3 samples,1405,6/26/14,NA,191,NA,anchovy,NA,NA,5,"labeled ""northern anchovy""",inv23,NA,NA,NA,NA
box#2_2014 ,Hopkins SIA OS-14-05 leg 3 samples,1405,6/26/14,NA,191,NA,northern lampfish,NA,NA,5,NA,inv23,NA,NA,NA,NA
box#2_2014,Hopkins SIA OS-14-05 leg 3 samples,1405,6/27/14,NA,194,NA,northern lampfish,NA,NA,5,NA,inv23,NA,NA,NA,NA
box#2_2014,Hopkins SIA OS-14-05 leg 3 samples,1405,6/27/14,NA,194,NA,blue lanternfish,NA,NA,4,NA,inv23,NA,NA,NA,NA
box#2_2014,Hopkins SIA OS-14-05 leg 3 samples,1405,6/28/14,NA,195,NA,northern lampfish,NA,NA,3,NA,inv23,NA,NA,NA,NA
box#2_2014,Hopkins SIA OS-14-05 leg 3 samples,1405,6/26/14,NA,191,NA,california headlight fish,NA,NA,5,NA,inv23,NA,NA,NA,NA
box#2_2014,Hopkins SIA OS-14-05 leg 3 samples,1405,6/28/14,NA,195,NA,california headlight fish,NA,NA,5,NA,inv23,NA,NA,NA,NA
box#2_2014,Hopkins SIA OS-14-05 leg 3 samples,1405,6/26/14,NA,191,NA,blue lanternfish,NA,NA,1,NA,inv23,NA,NA,NA,NA
box#2_2014,Hopkins SIA OS-14-05 leg 3 samples,1405,6/28/14,NA,195,NA,blue lanternfish,NA,NA,4,NA,inv23,NA,NA,NA,NA
box#2_2014,Hopkins SIA OS-14-05 leg 3 samples,1405,6/27/14,NA,194,NA,california headlight fish,NA,NA,4,NA,inv23,NA,NA,NA,NA
box#2_2014,Hopkins SIA OS-14-05 leg 3 samples,1405,6/26/14,NA,192,46.051,anchovy,NA,NA,5,NA,inv23,NA,NA,NA,NA
box#2_2014,Hopkins SIA OS-14-05 leg 3 samples,1405,6/27/14,NA,193,NA,anchovy,NA,NA,5,NA,inv23,NA,NA,NA,NA
box#2_2014,Bongo samples for hopkins SA OS1405 cruise may-june 2014,1405,5/18/14,NA,NA,NA,plankton,NA,B18,NA,bongo- 333m,inv24,NA,NA,NA,NA
box#2_2014,Bongo samples for hopkins SA OS1405 cruise may-june 2014,1405,5/4/14,NA,NA,119,plankton,NA,Bongo,NA,333um zoop,inv24,NA,NA,NA,NA
box#2_2014,Bongo samples for hopkins SA OS1405 cruise may-june 2014,1405,5/17/14,NA,NA,112,plankton,NA,bongo #16,NA,333um  ,inv24,NA,NA,NA,NA
box#2_2014,Bongo samples for hopkins SA OS1405 cruise may-june 2014,1405,5/15/14,NA,NA,441,plankton,NA,bongo #14,NA,NA,inv24,NA,NA,NA,NA
box#2_2014,Bongo samples for hopkins SA OS1405 cruise may-june 2014,1405,5/17/14,NA,NA,NA,plankton,NA,bongo #15,NA,333um plankton,inv24,NA,NA,NA,NA
box#2_2014,Bongo samples for hopkins SA OS1405 cruise may-june 2014,1405,5/2/14,NA,NA,152,plankton,NA,bongo (B1),NA,NA,inv24,NA,NA,NA,NA
box#2_2014,Bongo samples for hopkins SA OS1405 cruise may-june 2014,1405,5/14/14,NA,NA,492,plankton,NA,bongo #13,NA,NA,inv24,NA,NA,NA,NA
box#2_2014,Bongo samples for hopkins SA OS1405 cruise may-june 2014,1405,5/13/14,NA,NA,425,plankton,NA,bongo #12,NA,NA,inv24,NA,NA,NA,NA
box#2_2014,Bongo samples for hopkins SA OS1405 cruise may-june 2014,1405,5/12/14,NA,NA,NA,plankton,NA,bongo #11,NA,san nicolas,inv24,NA,NA,NA,NA
box#2_2014,Bongo samples for hopkins SA OS1405 cruise may-june 2014,1405,5/3/14,NA,NA,165,plankton,NA,bongo #2,NA,NA,inv24,NA,NA,NA,NA
box#2_2014,Bongo samples for hopkins SA OS1405 cruise may-june 2014,1405,5/5/14,NA,NA,123,plankton,NA,bongo #4,NA,NA,inv24,NA,NA,NA,NA
box#2_2014,Bongo samples for hopkins SA OS1405 cruise may-june 2014,1405,5/4/14,NA,NA,131,plankton,NA,bongo #3,NA,NA,inv24,NA,NA,NA,NA
box#2_2014,Bongo samples for hopkins SA OS1405 cruise may-june 2014,1405,5/12/14,NA,NA,403,plankton,NA,bongo #10,NA,333um plankton,inv24,NA,NA,NA,NA
box#2_2014,Bongo samples for hopkins SA OS1405 cruise may-june 2014,1405,5/7/14,NA,NA,114,plankton,NA,bongo #5,NA,NA,inv24,NA,NA,NA,NA
box#2_2014,Bongo samples for hopkins SA OS1405 cruise may-june 2014,1405,5/8/14,NA,NA,441,plankton,NA,bongo #6,NA,NA,inv24,NA,NA,NA,NA
box#2_2014,Bongo samples for hopkins SA OS1405 cruise may-june 2014,1405,5/8/14,NA,NA,492,plankton,NA,bongo #7,NA,NA,inv24,NA,NA,NA,NA
box#2_2014,Bongo samples for hopkins SA OS1405 cruise may-june 2014,1405,5/11/14,NA,NA,481,plankton,NA,bongo #9,NA,NA,inv24,NA,NA,NA,NA
box#2_2014,Stable isotope bongo bag1,1405,5/20/14,NA,74,138,plankton,NA,bongo,NA,I am assuning bongo 333um zoop,inv25,NA,NA,NA,NA
box#2_2014,Stable isotope bongo bag1,1405,5/19/14,NA,NA,131,plankton,NA,bongo #19,NA,333um,inv25,NA,NA,NA,NA
box#2_2014,Stable isotope bongo bag1,1405,5/20/14,NA,NA,237,plankton,NA,bongo #20,NA,NA,inv25,NA,NA,NA,NA
box#2_2014,Stable isotope bongo bag1,1405,5/22/14,NA,NA,183,plankton,NA,bongo #23   ,NA,333u,inv25,NA,NA,NA,NA
box#2_2014,Stable isotope bongo bag1,1405,5/21/14,NA,NA,165,plankton,NA,bongo #22,NA,NA,inv25,NA,NA,NA,NA
box#1_2013,Hopkins SIA os1305 rv ocean starr,1305,7/3/13,NA,131,46.055,thetys,NA,NA,1,could have been station 46.057,inv26,NA,this whole bag was in wrong year box--location changed to 2013,NA,NA
box#1_2013,Hopkins SIA os1305 rv ocean starr,1305,7/3/13,NA,133,46.052,sardine,NA,NA,1,adult tail,inv26,NA,NA,NA,NA
box#1_2013,Hopkins SIA os1305 rv ocean starr,1305,7/2/13,NA,NA,46.057,plankton,NA,bongo #15,NA,zooplankton,inv26,NA,NA,NA,NA
box#1_2013,Hopkins SIA os1305 rv ocean starr,1305,7/6/13,NA,143,45.055,pacific sanddab,NA,NA,2,juv,inv26,NA,NA,NA,NA
box#1_2013,Hopkins SIA os1305 rv ocean starr,1305,7/4/13,NA,NA,46.553,plankton,NA,bongo #19,NA,bongo #19 of leg 3 zooplankton,inv26,NA,NA,NA,NA
box#1_2013,Hopkins SIA os1305 rv ocean starr,1305,7/2/13,NA,130,46.057,northern lampfish,NA,NA,5,NA,inv26,NA,NA,NA,NA
box#1_2013,Hopkins SIA os1305 rv ocean starr,1305,7/3/13,NA,131,46.055,blue lanternfish,NA,NA,6,NA,inv26,NA,NA,NA,NA
box#1_2013,Hopkins SIA os1305 rv ocean starr,1305,7/3/13,NA,131,46.055,northern lampfish,NA,NA,5,NA,inv26,NA,NA,NA,NA
box#1_2013,Hopkins SIA os1305 rv ocean starr,1305,7/6/13,NA,NA,45.053,plankton,NA,bongo #25,NA,zooplankton,inv26,NA,NA,NA,NA
box#1_2013,Hopkins SIA os1305 rv ocean starr,1305,7/3/13,NA,NA,46.551,plankton,NA,bongo #18,NA,NA,inv26,NA,NA,NA,NA
box#1_2013,Hopkins SIA os1305 rv ocean starr,1305,7/4/13,NA,NA,46.557,plankton,NA,bongo #20,NA,zooplankton,inv26,NA,NA,NA,NA
box#1_2013,Hopkins SIA os1305 rv ocean starr,1305,7/4/13,NA,136,46.555,northern lampfish,NA,NA,5,NA,inv26,NA,NA,NA,NA
box#1_2013,Hopkins SIA os1305 rv ocean starr,1305,7/5/13,NA,142,45.057,pacific sanddab,NA,NA,2,juv,inv26,NA,NA,NA,NA
box#1_2013,Hopkins SIA os1305 rv ocean starr,1305,7/5/13,NA,142,45.057,northern lampfish,NA,NA,5,NA,inv26,NA,NA,NA,NA
box#1_2013,Hopkins SIA os1305 rv ocean starr,1305,7/6/13,NA,144,NA,anchovy,NA,NA,3,adult tails,inv26,NA,NA,NA,NA
box#1_2013,Hopkins SIA os1305 rv ocean starr,1305,7/5/13,NA,NA,45.057,plankton,NA,bongo #24,NA,zooplankton,inv26,NA,NA,NA,NA
box#1_2013,Hopkins SIA os1305 rv ocean starr,1305,7/6/13,NA,143,45.055,anchovy,NA,NA,4,adult tails,inv26,NA,NA,NA,NA
box#1_2013,Hopkins SIA os1305 rv ocean starr,1305,7/3/13,NA,NA,46.055,plankton,NA,bongo #16,NA,zooplankton,inv26,NA,NA,NA,NA
box#1_2013,Hopkins SIA os1305 rv ocean starr,1305,7/5/13,NA,142,45.057,blue lanternfish,NA,NA,5,NA,inv26,NA,NA,NA,NA
box#1_2013,Hopkins SIA os1305 rv ocean starr,1305,7/2/13,NA,NA,44.557,plankton,NA,bongo #14,NA,zooplankton,inv26,NA,NA,NA,NA
box#1_2013,Hopkins SIA os1305 rv ocean starr,1305,7/6/13,NA,145,45.051,chysaura,NA,NA,1,jelly,inv26,NA,NA,NA,NA
box#1_2013,Hopkins SIA os1305 rv ocean starr,1305,7/6/13,NA,143,45.055,northern lampfish,NA,NA,5,NA,inv26,NA,NA,NA,NA
box#1_2013,Hopkins SIA os1305 rv ocean starr,1305,7/6/13,NA,144,45.053,sardine,NA,NA,4,looks like pieces of adults,inv26,NA,NA,NA,NA
box#1_2013,Hopkins SIA os1305 rv ocean starr,1305,7/6/13,NA,144,45.053,northern lampfish,NA,NA,10,NA,inv26,NA,NA,NA,NA
box#1_2013,Hopkins SIA os1305 rv ocean starr,1305,7/6/13,NA,143,45.055,blue lanternfish,NA,NA,6,NA,inv26,NA,NA,NA,NA
box#2_2014,Rockfish for SIA 1-6-14 J Field FED,NA,1/5/14,cordell,NA,NA,yellowtail rockfish,NA,NA,1,tissue sample,inv27,NA,376,NA,NA
box#2_2014,Rockfish for SIA 1-6-14 J Field FED,NA,1/5/14,cordell,NA,NA,chilipepper rockfish,NA,NA,1,tissue sample,inv27,NA,335,NA,NA
box#2_2014,Rockfish for SIA 1-6-14 J Field FED,NA,1/5/14,cordell,NA,NA,chilipepper rockfish,NA,NA,1,tissue sample,inv27,NA,467,NA,NA
box#2_2014,Rockfish for SIA 1-6-14 J Field FED,NA,1/5/14,cordell,NA,NA,bocaccio,NA,NA,1,tissue sample,inv27,BOC 225,413,NA,NA
box#2_2014,Rockfish for SIA 1-6-14 J Field FED,NA,1/5/14,cordell,NA,NA,bocaccio,NA,NA,1,tissue sample,inv27,BOC 226,423,NA,NA
box#2_2014,Rockfish for SIA 1-6-14 J Field FED,NA,1/5/14,cordell,NA,NA,chilipepper rockfish,NA,NA,1,tissue sample,inv27,NA,332,NA,NA
box#2_2014,Rockfish for SIA 1-6-14 J Field FED,NA,1/5/14,cordell,NA,NA,chilipepper rockfish,NA,NA,1,tissue sample,inv27,NA,458,NA,NA
box#2_2014,Rockfish for SIA 1-6-14 J Field FED,NA,1/5/14,cordell,NA,NA,yellowtail rockfish,NA,NA,1,tissue sample,inv27,NA,430,NA,NA
box#2_2014,Rockfish for SIA 1-6-14 J Field FED,NA,1/5/14,cordell,NA,NA,chilipepper rockfish,NA,NA,1,tissue sample,inv27,NA,463,NA,NA
box#2_2014,Rockfish for SIA 1-6-14 J Field FED,NA,1/28/14,cordell,NA,NA,yellowtail rockfish,NA,NA,1,tissue sample,inv27,NA,394,NA,NA
box#2_2014,Rockfish for SIA 1-6-14 J Field FED,NA,1/28/14,cordell,NA,NA,rosy rockfish,NA,NA,1,tissue sample,inv27,R176,216,NA,NA
box#2_2014,Rockfish for SIA 1-6-14 J Field FED,NA,1/28/14,cordell,NA,NA,rosy rockfish,NA,NA,1,tissue sample,inv27,R177,190,NA,NA
box#2_2014,Rockfish for SIA 1-6-14 J Field FED,NA,1/28/14,cordell,NA,NA,rosy rockfish,NA,NA,1,tissue sample,inv27,R178,187,NA,NA
box#2_2014,Rockfish for SIA 1-6-14 J Field FED,NA,1/28/14,cordell,NA,NA,yelloweye rockfish,NA,NA,1,tissue sample,inv27,NA,534,NA,NA
box#2_2014,Rockfish for SIA 1-6-14 J Field FED,NA,1/28/14,cordell,NA,NA,yellowtail rockfish,NA,NA,1,tissue sample,inv27,NA,376,NA,NA
box#2_2014,Rockfish for SIA 1-6-14 J Field FED,NA,1/5/14,cordell,NA,NA,bocaccio,NA,NA,1,tissue sample,inv27,BOC228,463,NA,NA
box#2_2014,Rockfish for SIA 1-6-14 J Field FED,NA,1/5/14,cordell,NA,NA,yellowtail rockfish,NA,NA,1,tissue sample,inv27,NA,417,NA,NA
box#2_2014,Rockfish for SIA 1-6-14 J Field FED,NA,1/5/14,cordell,NA,NA,yellowtail rockfish,NA,NA,1,tissue sample,inv27,NA,410,NA,NA
box#2_2014,Rockfish for SIA 1-6-14 J Field FED,NA,1/5/14,cordell,NA,NA,yellowtail rockfish,NA,NA,1,tissue sample,inv27,NA,415,NA,NA
box#2_2014,Rockfish for SIA 1-6-14 J Field FED,NA,1/5/14,cordell,NA,NA,chilipepper rockfish,NA,NA,1,tissue sample,inv27,NA,482,NA,NA
box#2_2014,Rockfish for SIA 1-6-14 J Field FED,NA,1/5/14,cordell,NA,NA,chilipepper rockfish,NA,NA,1,tissue sample,inv27,NA,342,NA,NA
box#2_2014,Rockfish for SIA 1-6-14 J Field FED,NA,1/5/14,cordell,NA,NA,chilipepper rockfish,NA,NA,1,tissue sample,inv27,NA,465,NA,NA
box#2_2014,Rockfish for SIA 1-6-14 J Field FED,NA,1/5/14,cordell,NA,NA,bocaccio,NA,NA,1,tissue sample,inv27,BOC227,471,NA,NA
box#2_2014,Rockfish for SIA 1-6-14 J Field FED,NA,1/5/14,cordell,NA,NA,bocaccio,NA,NA,1,tissue sample,inv27,BOC224,429,NA,NA
box#2_2014,Rockfish for SIA 1-6-14 J Field FED,NA,1/5/14,cordell,NA,NA,widow rockfish,NA,NA,1,tissue sample,inv27,NA,439,NA,NA
box#2_2014,Rockfish for SIA 1-6-14 J Field FED,NA,1/5/14,cordell,NA,NA,yellowtail rockfish,NA,NA,1,tissue sample,inv27,NA,402,NA,NA
box#2_2014,Rockfish for SIA 1-6-14 J Field FED,NA,1/5/14,cordell,NA,NA,yellowtail rockfish,NA,NA,1,tissue sample,inv27,NA,405,NA,NA
box#2_2014,Rockfish for SIA 1-6-14 J Field FED,NA,1/5/14,cordell,NA,NA,widow rockfish,NA,NA,1,tissue sample,inv27,NA,433,NA,NA
box#2_2014,Rockfish for SIA 1-6-14 J Field FED,NA,1/5/14,cordell,NA,NA,widow rockfish,NA,NA,1,tissue sample,inv27,NA,404,NA,NA
box#2_2014,Rockfish for SIA 1-6-14 J Field FED,NA,1/5/14,cordell,NA,NA,yellowtail rockfish,NA,NA,1,tissue sample,inv27,NA,425,NA,NA
box#2_2014,Rockfish for SIA 1-6-14 J Field FED,NA,1/5/14,cordell,NA,NA,bocaccio,NA,NA,1,tissue sample,inv27,BOC230,749,NA,NA
box#2_2014,Rockfish for SIA 1-6-14 J Field FED,NA,1/5/14,cordell,NA,NA,yellowtail rockfish,NA,NA,1,tissue sample,inv27,NA,364,NA,NA
box#2_2014,Rockfish for SIA 1-6-14 J Field FED,NA,1/5/14,cordell,NA,NA,yellowtail rockfish,NA,NA,1,tissue sample,inv27,NA,400,NA,NA
box#2_2014,Rockfish for SIA 1-6-14 J Field FED,NA,1/5/14,cordell,NA,NA,yellowtail rockfish,NA,NA,1,tissue sample,inv27,NA,404,NA,NA
box#2_2014,Rockfish for SIA 1-6-14 J Field FED,NA,1/5/14,cordell,NA,NA,bocaccio,NA,NA,1,tissue sample,inv27,BOC229,631,NA,NA
box#2_2014,Rockfish for SIA 1-6-14 J Field FED,NA,1/5/14,cordell,NA,NA,chilipepper rockfish,NA,NA,1,tissue sample,inv27,NA,455,NA,NA
box#2_2014,Rockfish for SIA 1-6-14 J Field FED,NA,1/28/14,cordell,NA,NA,yellowtail rockfish,NA,NA,1,tissue sample,inv27,NA,392,NA,NA
box#2_2014,Rockfish for SIA 1-6-14 J Field FED,NA,1/28/14,cordell,NA,NA,yellowtail rockfish,NA,NA,1,tissue sample,inv27,NA,391,NA,NA
box#2_2014,Rockfish for SIA 1-6-14 J Field FED,NA,1/28/14,cordell,NA,NA,yellowtail rockfish,NA,NA,1,tissue sample,inv27,NA,393,NA,NA
box#2_2014,Rockfish for SIA 1-6-14 J Field FED,NA,1/28/14,cordell,NA,NA,bocaccio,NA,NA,1,tissue sample,inv27,NA,688,NA,NA
box#2_2014,Rockfish for SIA 1-6-14 J Field FED,NA,1/28/14,cordell,NA,NA,bocaccio,NA,NA,1,tissue sample,inv27,NA,613,NA,NA
box#2_2014,Rockfish for SIA 1-6-14 J Field FED,NA,1/28/14,cordell,NA,NA,rosy rockfish,NA,NA,1,tissue sample- only info on bag is r 180- assuming rosy rockfish from same date as other samples,inv27,R180,NA,NA,NA
box#2_2014,Rockfish for SIA 1-6-14 J Field FED,NA,1/28/14,cordell,NA,NA,bocaccio,NA,NA,1,tissue sample,inv27,NA,665,NA,NA
box#2_2014,Rockfish for SIA 1-6-14 J Field FED,NA,1/28/14,cordell,NA,NA,rosy rockfish,NA,NA,1,tissue sample- note no date listed on bag,inv27,R181,181,NA,NA
