box_label,bag_label,cruise,date,location,haul_no,station,species,species_no,bongo,quantity,notes,inv_no,fish_no,length_mm,sex,TO
box#1_2013,Hopkins SIA OS1305 leg 2,1305,6/12/13,NA,119,443,anchovy,208,NA,2,NA,inv3,NA,NA,NA,NA
box#1_2013,Hopkins SIA OS1305 leg 2,1305,6/12/13,NA,119,443,thetys,2468,NA,NA,UK= unknown quantity,inv3,NA,NA,NA,NA
box#1_2013,Hopkins SIA OS1305 leg 2,1305,6/10/13,NA,114,493,anchovy,208,NA,7,NA,inv3,NA,NA,NA,NA
box#1_2013,Hopkins SIA OS1305 leg 2,1305,6/10/13,NA,NA,493,plankton,NA,NA,NA,label says zooplankton and ? Phytoplankton,inv3,NA,NA,NA,NA
box#1_2013,Hopkins SIA OS1305 leg 2,1305,6/11/13,NA,NA,495,plankton,NA,30,NA,Bongo 30,inv3,NA,NA,NA,NA
box#1_2013,Hopkins SIA OS1305 leg 2,1305,6/11/13,NA,NA,441,plankton,NA,31,NA,NA,inv3,NA,NA,NA,NA
box#1_2013,Hopkins SIA OS1305 leg 2,1305,6/12/13,NA,121,445,thetys,2468,NA,1,NA,inv3,NA,NA,NA,NA
box#1_2013,Hopkins SIA OS1305 leg 2,1305,6/10/13,NA,114,493,northern lampfish,661,NA,3,"""no lampfish"" written on label- I am assuming no lampfish is ""Northern Lampfish"" in the Myctophid family ",inv3,NA,NA,NA,NA
box#1_2013,Hopkins SIA OS1305 leg 2,1305,6/10/13,NA,NA,493,hake,382,NA,6,NA,inv3,NA,NA,NA,NA
box#1_2013,Hopkins SIA OS1305 leg 2,1305,6/11/13,NA,116,495,hake,382,NA,4,NA,inv3,NA,NA,NA,NA
box#1_2013,Hopkins SIA OS1305 leg 2,1305,6/12/13,NA,NA,444,blue lanternfish,685,NA,5,"For each of the lanterfish bags, I re-located these samples so that they were all in the same bag ""myctophids""- to insure these samples were later mixed up because they were removed from their bags within a bin, I rewrote all of the location on the bag on a write in the rain label",inv3,NA,NA,NA,NA
box#1_2013,Hopkins SIA OS1305 leg 2,1305,6/11/13,NA,118,442,thetys,2468,NA,NA,NA,inv3,NA,NA,NA,NA
box#1_2013,Hopkins SIA OS1305 leg 2,1305,6/12/13,NA,119,443,hake,382,NA,1,NA,inv3,NA,NA,NA,NA
box#1_2013,Hopkins SIA OS1305 leg 2,1305,6/15/13,NA,123,453,market squid,1101,NA,5,NA,inv3,NA,NA,NA,NA
box#1_2013,Hopkins SIA OS1305 leg 2,1305,6/12/13,NA,121,445,blue lanternfish,685,NA,5,NA,inv3,NA,NA,NA,NA
box#1_2013,Hopkins SIA OS1305 leg 2,1305,6/15/13,NA,122,183,pacific sanddab,147,NA,9,NA,inv3,NA,NA,NA,NA
box#1_2013,OS1305 Leg3 Hopkins Stable Isotopes,1305,6/27/13,NA,119,43.557,blue lanternfish,685,NA,4,not sure  what station # represents- coordinates?,inv10,NA,NA,NA,NA
box#1_2013,OS1305 Leg3 Hopkins Stable Isotopes,1305,7/1/13,NA,123,44.058,northern lampfish,661,NA,4,NA,inv10,NA,NA,NA,NA
box#1_2013,OS1305 Leg3 Hopkins Stable Isotopes,1305,6/27/13,NA,NA,43.553,plankton,NA,7,NA,label says zooplankton  ,inv10,NA,NA,NA,NA
box#1_2013,OS1305 Leg3 Hopkins Stable Isotopes,1305,6/26/13,NA,116,43.552,sardine,562,NA,NA,label- adult sardine,inv10,NA,NA,NA,NA
box#1_2013,OS1305 Leg3 Hopkins Stable Isotopes,1305,6/27/13,NA,118,43.555,blue lanternfish,685,NA,5,NA,inv10,NA,NA,NA,NA
box#1_2013,OS1305 Leg3 Hopkins Stable Isotopes,1305,6/27/13,NA,NA,43.557,plankton,NA,8,NA,label-zooplankton,inv10,NA,NA,NA,NA
box#1_2013,OS1305 Leg3 Hopkins Stable Isotopes,1305,7/1/13,NA,122,43.056,thetys,2468,NA,NA,NA,inv10,NA,NA,NA,NA
box#1_2013,OS1305 Leg3 Hopkins Stable Isotopes,1305,7/1/13,NA,124,44.051,northern lampfish,661,NA,5,NA,inv10,NA,NA,NA,NA
box#1_2013,OS1305 Leg3 Hopkins Stable Isotopes,1305,6/27/13,NA,118,43.555,northern lampfish,661,NA,5,NA,inv10,NA,NA,NA,NA
box#1_2013,OS1305 Leg3 Hopkins Stable Isotopes,1305,6/27/13,NA,119,43.557,thetys,2468,NA,NA,NA,inv10,NA,NA,NA,NA
box#1_2013,OS1305 Leg3 Hopkins Stable Isotopes,1305,7/1/13,NA,124,44.051,blue lanternfish,685,NA,4,NA,inv10,NA,NA,NA,NA
box#1_2013,OS1305 Leg3 Hopkins Stable Isotopes,1305,7/1/13,NA,126,44.552,sardine,562,NA,1,adult sardine tail,inv10,NA,NA,NA,NA
box#1_2013,OS1305 Leg3 Hopkins Stable Isotopes,1305,6/26/13,NA,116,43.552,pacific sanddab,147,NA,5,NA,inv10,NA,NA,NA,NA
box#1_2013,OS1305 Leg3 Hopkins Stable Isotopes,1305,7/1/13,NA,123,44.058,blue lanternfish,685,NA,4,NA,inv10,NA,NA,NA,NA
box#1_2013,OS1305 Leg3 Hopkins Stable Isotopes,1305,7/1/13,NA,126,44.552,chrysaura jelly,NA,NA,1,NA,inv10,NA,NA,NA,NA
box#1_2013,OS1305 Leg3 Hopkins Stable Isotopes,1305,7/2/13,NA,NA,44.553,plankton,NA,13,NA,label-zooplankton,inv10,NA,NA,NA,NA
box#1_2013,OS1305 Leg3 Hopkins Stable Isotopes,1305,7/1/13,NA,NA,44.551,plankton,NA,12,NA,label-zooplankton,inv10,NA,NA,NA,NA
box#1_2013,OS1305 Leg3 Hopkins Stable Isotopes,1305,6/27/13,NA,118,43.555,thetys,2468,NA,1,NA,inv10,NA,NA,NA,NA
box#1_2013,OS1305 Leg3 Hopkins Stable Isotopes,1305,6/30/13,NA,NA,44.054,pacific sanddab,147,NA,2,juv,inv10,NA,NA,NA,NA
box#1_2013,OS1305 Leg3 Hopkins Stable Isotopes,1305,6/30/13,NA,121,44.055,krill,NA,NA,NA,NA,inv10,NA,NA,NA,NA
box#1_2013,OS1305 Leg3 Hopkins Stable Isotopes,1305,6/26/13,NA,NA,43.551,plankton,NA,6,NA,label-zooplankton,inv10,NA,NA,NA,NA
box#1_2013,OS1305 Leg3 Hopkins Stable Isotopes,1305,7/1/13,NA,124,44.051,thetys,2468,NA,1,NA,inv10,NA,NA,NA,NA
box#1_2013,OS1305 Leg3 Hopkins Stable Isotopes,1305,7/1/13,NA,NA,44.051,plankton,NA,11,NA,label-zooplankton,inv10,NA,NA,NA,NA
box#1_2013,OS1305 Leg3 Hopkins Stable Isotopes,1305,7/1/13,NA,NA,44.056,plankton,NA,10,NA,label-zooplankton,inv10,NA,NA,NA,NA
box#1_2013,OS1305 Leg3 Hopkins Stable Isotopes,1305,7/1/13,NA,123,44.058,thetys,2468,NA,1,NA,inv10,NA,NA,NA,NA
box#1_2013,OS1305 Leg3 Hopkins Stable Isotopes,1305,6/27/13,NA,117,43.553,thetys,2468,NA,1,NA,inv10,NA,NA,NA,NA
box#1_2013,OS1305 Leg3 Hopkins Stable Isotopes,1305,6/30/13,NA,NA,44.054,plankton,NA,9,NA,label-zooplankton,inv10,NA,NA,NA,NA
box#1_2013,OS1305 Leg3 Hopkins Stable Isotopes,1305,6/26/13,NA,115,43.551,sardine,562,NA,5,adult  pieces,inv10,NA,NA,NA,NA
box#1_2013,OS1305 Leg3 Hopkins Stable Isotopes,1305,6/26/13,NA,NA,43.552,thetys,2468,NA,1,NA,inv10,NA,NA,NA,NA
box#1_2013,Hopkins SIA bag 4,1305,5/23/13,NA,49,113,pacific sanddab,147,NA,3,NA,inv9,NA,NA,NA,NA
box#1_2013,Hopkins SIA bag 4,1305,5/23/13,NA,48,109,hake,382,NA,5,yoy,inv9,NA,NA,NA,NA
box#1_2013,Hopkins SIA bag 4,1305,5/23/13,NA,49,113,hake,382,NA,4,label-pacific hake,inv9,NA,NA,NA,NA
box#1_2013,Hopkins SIA bag 4,1305,5/24/13,NA,51,118,hake,382,NA,2,NA,inv9,NA,NA,NA,NA
box#1_2013,Hopkins SIA bag 4,1305,5/23/13,NA,48,109,pacific sanddab,147,NA,4,yoy * note there is also another non pac dab in this bag,inv9,NA,NA,NA,NA
box#1_2013,Hopkins SIA bag 4,1305,5/21/13,NA,42,104,anchovy,209,NA,1,label- northern anchovy,inv9,NA,NA,NA,NA
box#1_2013,Hopkins SIA bag 4,1305,5/21/13,NA,42,104,hake,382,NA,5,juv,inv9,NA,NA,NA,NA
box#1_2013,Hopkins SIA bag 4,1305,5/24/13,NA,50,117,hake,382,NA,4,NA,inv9,NA,NA,NA,NA
box#1_2013,Hopkins SIA bag 4,1305,5/24/13,NA,51,118,pacific sanddab,147,NA,5,NA,inv9,NA,NA,NA,NA
box#1_2013,Hopkins SIA bag 4,1305,5/21/13,NA,43,105,northern lampfish,661,NA,5,NA,inv9,NA,NA,NA,NA
box#1_2013,Hopkins SIA bag 4,1305,5/23/13,NA,49,113,northern lampfish,661,NA,5,NA,inv9,NA,NA,NA,NA
box#1_2013,Hopkins SIA bag 4,1305,5/21/13,NA,42,104,pacific sanddab,147,NA,5,juv,inv9,NA,NA,NA,NA
box#1_2013,Hopkins SIA bag 4,1305,5/24/13,NA,50,117,pacific sanddab,147,NA,5,NA,inv9,NA,NA,NA,NA
box#1_2013,Hopkins SIA bag 4,1305,5/21/13,NA,43,105,pacific sanddab,147,NA,5,yoy,inv9,NA,NA,NA,NA
box#1_2013,Hopkins SIA bag 4,1305,5/24/13,NA,NA,139,plankton,NA,bongo,NA,date written as 130524-- 333 micron bongo,inv9,NA,NA,NA,NA
box#1_2013,Hopkins SIA bag 4,1305,5/22/13,NA,NA,114,plankton,NA,NA,NA,date written as 130522- 333 micron bongo,inv9,NA,NA,NA,NA
box#1_2013,Hopkins SIA 1305 Leg1,1305,5/10/13,NA,NA,119,plankton,NA,bongo,NA,"label- 30m, 333 microns",inv7,NA,NA,NA,NA
box#1_2013,Hopkins SIA 1305 Leg1,1305,5/11/13,NA,NA,110,plankton,NA,bongo,NA,bongo 333 microns,inv7,NA,NA,NA,NA
box#1_2013,Hopkins SIA 1305 Leg1,1305,5/10/13,NA,2,126,northern lampfish,661,NA,3,NA,inv7,NA,NA,NA,NA
box#1_2013,Hopkins SIA 1305 Leg1,1305,5/11/13,NA,9,112,pacific sanddab,147,NA,4,adult pac dabs,inv7,NA,NA,NA,NA
box#1_2013,Hopkins SIA 1305 Leg1,1305,5/10/13,NA,NA,114,sanddab,150,NA,5,adult sanddab,inv7,NA,NA,NA,NA
box#1_2013,Hopkins SIA 1305 Leg1,1305,5/11/13,NA,8,115,pacific sanddab,147,NA,5,NA,inv7,NA,NA,NA,NA
box#1_2013,Hopkins SIA 1305 Leg1,1305,5/11/13,NA,10,14,pacific sanddab,147,NA,3,NA,inv7,NA,NA,NA,NA
box#1_2013,Hopkins SIA 1305 Leg1,1305,5/9/13,NA,NA,127,northern lampfish,661,NA,6,NA,inv7,NA,NA,NA,NA
box#1_2013,Hopkins SIA leg 1 bag 7 cruise 1305,1305,5/27/13,NA,65,170,hake,382,NA,5,juv,inv6,NA,NA,NA,NA
box#1_2013,Hopkins SIA leg 1 bag 7 cruise 1305,1305,5/26/13,NA,60,152,hake,382,NA,5,NA,inv6,NA,NA,NA,NA
box#1_2013,Hopkins SIA leg 1 bag 7 cruise 1305,1305,5/27/13,NA,65,170,pacific sanddab,147,NA,5,NA,inv6,NA,NA,NA,NA
box#1_2013,Hopkins SIA leg 1 bag 7 cruise 1305,1305,5/26/13,NA,62,165,anchovy,209,NA,1,northern anchovy,inv6,NA,NA,NA,NA
box#1_2013,Hopkins SIA leg 1 bag 7 cruise 1305,1305,5/26/13,NA,61,154,northern lampfish,661,NA,4,NA,inv6,NA,NA,NA,NA
box#1_2013,Hopkins SIA leg 1 bag 7 cruise 1305,1305,5/27/13,NA,66,171,blue lanternfish,685,NA,5,NA,inv6,NA,NA,NA,NA
box#1_2013,Hopkins SIA leg 1 bag 7 cruise 1305,1305,5/26/13,NA,61,154,pacific sanddab,147,NA,4,NA,inv6,NA,NA,NA,NA
box#1_2013,Hopkins SIA leg 1 bag 7 cruise 1305,1305,5/26/13,NA,59,156,pacific sanddab,147,NA,5,NA,inv6,NA,NA,NA,NA
box#1_2013,Hopkins SIA leg 1 bag 7 cruise 1305,1305,5/26/13,NA,59,156,hake,382,NA,5,juv,inv6,NA,NA,NA,NA
box#1_2013,Hopkins SIA leg 1 bag 7 cruise 1305,1305,5/26/13,NA,60,152,pacific sanddab,147,NA,5,NA,inv6,NA,NA,NA,NA
box#1_2013,Hopkins SIA leg 1 bag 7 cruise 1305,1305,5/26/13,NA,61,154,hake,382,NA,5,juv,inv6,NA,NA,NA,NA
box#1_2013,Hopkins SIA leg 1 bag 7 cruise 1305,1305,5/26/13,NA,61,154,blue lanternfish,685,NA,1,NA,inv6,NA,NA,NA,NA
box#1_2013,Hopkins SIA leg 1 bag 7 cruise 1305,1305,5/26/13,NA,61,154,hake,382,NA,1,adult piece,inv6,NA,NA,NA,NA
box#1_2013,Hopkins SIA leg 1 bag 7 cruise 1305,1305,5/27/13,NA,66,171,pacific sanddab,147,NA,5,NA,inv6,NA,NA,NA,NA
box#1_2013,Hopkins SIA leg 1 bag 7 cruise 1305,1305,5/27/13,NA,64,167,pacific sanddab,147,NA,5,yoy,inv6,NA,NA,NA,NA
box#1_2013,Hopkins SIA leg 1 bag 7 cruise 1305,1305,5/26/13,NA,63,166,pacific sanddab,147,NA,5,NA,inv6,NA,NA,NA,NA
box#1_2013,Hopkins SIA leg 1 bag 7 cruise 1305,1305,5/27/13,NA,66,171,hake,382,NA,5,NA,inv6,NA,NA,NA,NA
box#1_2013,Hopkins SIA leg 1 bag 7 cruise 1305,1305,5/26/13,NA,61,134,thetys,2468,NA,NA,label- thetys spp,inv6,NA,NA,NA,NA
box#1_2013,Hopkins SIA leg 1 bag 7 cruise 1305,1305,5/26/13,NA,NA,165,plankton,NA,bongo,NA,333 micron mesh bongo,inv6,NA,NA,NA,NA
box#1_2013,Hopkins SIA leg 1 bag 7 cruise 1305,1305,5/27/13,NA,66,171,thetys,2468,NA,NA,NA,inv6,NA,NA,NA,NA
box#1_2013,Hopkins SIA leg 1 bag 7 cruise 1305,1305,6/8/13,NA,NA,414,plankton,NA,bongo 26,NA,label- zooplankton + phytoplankton,inv6,NA,NA,NA,NA
box#1_2013,Hopkins- Stable Isotopes OS-13-05,1305,5/13/13,NA,20,135,northern lampfish,NA,NA,6,this bag had what appears to be melted bongo sample all over- I rinsed out bag but there is still a lot of goo everywhere- won't rinse future samples,inv5,NA,NA,NA,NA
box#1_2013,Hopkins- Stable Isotopes OS-13-05,1305,5/13/13,NA,19,134,northern lampfish,NA,NA,5,this bag had what appears to be melted bongo sample all over- I rinsed out bag but there is still a lot of goo everywhere- won't rinse future samples,inv5,NA,NA,NA,NA
box#1_2013,Hopkins- Stable Isotopes OS-13-05,1305,5/12/13,NA,14,117,northern lampfish,NA,NA,5,this bag had what appears to be melted bongo sample all over- I rinsed out bag but there is still a lot of goo everywhere- won't rinse future samples,inv5,NA,NA,NA,NA
box#1_2013,Hopkins- Stable Isotopes OS-13-05,1305,5/11/13,NA,12,109,northern lampfish,NA,NA,6,this bag had what appears to be melted bongo sample all over- I rinsed out bag but there is still a lot of goo everywhere- won't rinse future samples,inv5,NA,NA,NA,NA
box#1_2013,Hopkins- Stable Isotopes OS-13-05,1305,5/11/13,NA,NA,110,northern lampfish,NA,NA,5,this bag had what appears to be melted bongo sample all over- I rinsed out bag but there is still a lot of goo everywhere- won't rinse future samples,inv5,NA,NA,NA,NA
box#1_2013,Hopkins- Stable Isotopes OS-13-05,1305,5/12/13,NA,15,118,northern lampfish,NA,NA,5,"* note: I forgot to add the count info for this bag, and 5 is an estimate but probably pretty close also: this bag had what appears to be melted bongo sample all over- I rinsed out bag but there is still a lot of goo everywhere- won't rinse future samples",inv5,NA,NA,NA,NA
box#1_2013,Hopkins- Stable Isotopes OS-13-05,1305,5/16/13,NA,21,139,pacific sanddab,NA,NA,5,this bag had what appears to be melted bongo sample all over- I rinsed out bag but there is still a lot of goo everywhere- won't rinse future samples,inv5,NA,NA,NA,NA
box#1_2013,Hopkins- Stable Isotopes OS-13-05,1305,5/12/13,NA,NA,131,plankton,NA,bongo 333 micron,NA,leaked into bigger bag,inv5,NA,NA,NA,NA
box#1_2013,Hopkins- Stable Isotopes OS-13-05,1305,5/16/18,NA,NA,139,chrysaura jelly,NA,NA,3,this bag had what appears to be melted bongo sample all over- I rinsed out bag but there is still a lot of goo everywhere- won't rinse future samples,inv5,NA,NA,NA,NA
box#1_2013,Hopkins SIA RV Ocean Starr OS 1305 leg 3,1305,6/23/13,NA,103,42.051,thetys,NA,NA,1,NA,inv1,NA,NA,NA,NA
box#1_2013,Hopkins SIA RV Ocean Starr OS 1305 leg 3,1305,6/24/13,NA,108,42.553,blue lanternfish,NA,NA,5,NA,inv1,NA,NA,NA,NA
box#1_2013,Hopkins SIA RV Ocean Starr OS 1305 leg 3,1305,6/25/13,NA,113,43.055,thetys,NA,NA,1,NA,inv1,NA,NA,NA,NA
box#1_2013,Hopkins SIA RV Ocean Starr OS 1305 leg 3,1305,6/23/13,NA,104,42.053,thetys,NA,NA,1,NA,inv1,NA,NA,NA,NA
box#1_2013,Hopkins SIA RV Ocean Starr OS 1305 leg 3,1305,6/23/13,NA,NA,42.557,plankton,NA,bongo#1,NA,"bag labeled as ""zooplankton"" some bag leakage",inv1,NA,NA,NA,NA
box#1_2013,Hopkins SIA RV Ocean Starr OS 1305 leg 3,1305,6/26/13,NA,NA,43.053,plankton,NA,bongo,NA,"bag labeled as ""zooplankton"" some bag leakage",inv1,NA,NA,NA,NA
box#1_2013,Hopkins SIA RV Ocean Starr OS 1305 leg 3,1305,6/23/13,NA,107,42.552,hake,NA,NA,1,"labeled as ""adult hake"" I think this is a tissue sample",inv1,NA,NA,NA,NA
box#1_2013,Hopkins SIA RV Ocean Starr OS 1305 leg 3,1305,6/24/13,NA,109,42.555,northern lampfish,NA,NA,5,NA,inv1,NA,NA,NA,NA
box#1_2013,Hopkins SIA RV Ocean Starr OS 1305 leg 3,1305,6/26/13,NA,113,43.055,blue lanternfish,NA,NA,5,NA,inv1,NA,NA,NA,NA
box#1_2013,Hopkins SIA RV Ocean Starr OS 1305 leg 3,1305,6/23/13,NA,104,42.053,pacific sanddab,NA,NA,1,juvenile,inv1,NA,NA,NA,NA
box#1_2013,Hopkins SIA RV Ocean Starr OS 1305 leg 3,1305,6/23/13,NA,103,42.051,pacific sanddab,NA,NA,2,juvenile,inv1,NA,NA,NA,NA
box#1_2013,Hopkins SIA RV Ocean Starr OS 1305 leg 3,1305,6/23/13,NA,106,42.551,sardine,NA,NA,1,adult- tail,inv1,NA,NA,NA,NA
box#1_2013,Hopkins SIA RV Ocean Starr OS 1305 leg 3,1305,6/26/13,NA,113,43.055,northern lampfish,NA,NA,4,NA,inv1,NA,NA,NA,NA
box#1_2013,Hopkins SIA RV Ocean Starr OS 1305 leg 3,1305,6/23/13,NA,104,42.053,hake,NA,NA,1,adult- tissue sample?,inv1,NA,NA,NA,NA
box#1_2013,Hopkins SIA RV Ocean Starr OS 1305 leg 3,1305,6/26/13,NA,114,43.057,northern lampfish,NA,NA,5,NA,inv1,NA,NA,NA,NA
box#1_2013,Hopkins SIA RV Ocean Starr OS 1305 leg 3,1305,6/26/13,NA,114,43.057,blue lanternfish,NA,NA,6,NA,inv1,NA,NA,NA,NA
box#1_2013,Hopkins SIA RV Ocean Starr OS 1305 leg 3,1305,6/23/13,NA,107,42.552,pacific sanddab,NA,NA,2,juv,inv1,NA,NA,NA,NA
box#1_2013,Hopkins SIA RV Ocean Starr OS 1305 leg 3,1305,6/26/13,NA,112,43.053,thetys,NA,NA,1,NA,inv1,NA,NA,NA,NA
box#1_2013,Hopkins SIA RV Ocean Starr OS 1305 leg 3,1305,6/24/13,NA,109,42.555,thetys,NA,NA,1,NA,inv1,NA,NA,NA,NA
box#1_2013,Hopkins SIA RV Ocean Starr OS 1305 leg 3,1305,6/24/13,NA,110,42.552,thetys,NA,NA,1,prerecruit,inv1,NA,NA,NA,NA
box#1_2013,Hopkins SIA RV Ocean Starr OS 1305 leg 3,1305,6/24/13,NA,110,42.557,northern lampfish,NA,NA,5,NA,inv1,NA,NA,NA,NA
box#1_2013,Hopkins SIA RV Ocean Starr OS 1305 leg 3,1305,6/24/13,NA,109,42.555,blue lanternfish,NA,NA,5,NA,inv1,NA,NA,NA,NA
box#1_2013,Hopkins SIA RV Ocean Starr OS 1305 leg 3,1305,6/23/13,NA,106,42.551,pacific sanddab,NA,NA,3,juv,inv1,NA,NA,NA,NA
box#1_2013,Hopkins SIA RV Ocean Starr OS 1305 leg 3,1305,6/24/13,NA,108,42.553,northern lampfish,NA,NA,5,NA,inv1,NA,NA,NA,NA
box#1_2013,Hopkins SIA RV Ocean Starr OS 1305 leg 3,1305,6/23/13,NA,105,42.055,thetys,NA,NA,1,NA,inv1,NA,NA,NA,NA
box#1_2013,Hopkins SIA RV Ocean Starr OS 1305 leg 3,1305,6/23/13,NA,105,42.055,blue lanternfish,NA,NA,5,NA,inv1,NA,NA,NA,NA
box#1_2013,Hopkins SIA RV Ocean Starr OS 1305 leg 3,1305,6/23/13,NA,105,42.055,northern lampfish,NA,NA,3,NA,inv1,NA,NA,NA,NA
box#1_2013,Hopkins SIA RV Ocean Starr OS 1305 leg 3,1305,6/25/13,NA,111,43.051,thetys,NA,NA,1,NA,inv1,NA,NA,NA,NA
box#1_2013,Hopkins SIA RV Ocean Starr OS 1305 leg 3,1305,6/26/13,NA,NA,43.057,plankton,NA,bongo,NA,can't read label in its entirety- says bongo 5 of ƒ,inv1,NA,NA,NA,NA
box#1_2013,Hopkins SIA RV Ocean Starr OS 1305 leg 3,1305,6/24/13,NA,108,42.553,thetys,NA,NA,1,NA,inv1,NA,NA,NA,NA
box#1_2013,Hopkins SIA RV Ocean Starr OS 1305 leg 3,1305,6/26/13,NA,114,43.057,thetys,NA,NA,1,NA,inv1,NA,NA,NA,NA
box#1_2013,Hopkins SIA OS1305 leg 2,1305,6/10/13,NA,NA,621,plankton,NA,bongo #35,NA,zooplankton/phytoplankton,inv4,NA,NA,NA,NA
box#1_2013,Hopkins SIA OS1305 leg 2,1305,6/19/13,NA,139,625,blue lanternfish,NA,NA,6,NA,inv4,NA,NA,NA,NA
box#1_2013,Hopkins SIA OS1305 leg 2,1305,6/18/13,NA,135,607,thetys,NA,NA,1,NA,inv4,NA,NA,NA,NA
box#1_2013,Hopkins SIA OS1305 leg 2,1305,6/19/13,NA,137,62,thetys,NA,NA,1,NA,inv4,NA,NA,NA,NA
box#1_2013,Hopkins SIA OS1305 leg 2,1305,6/19/13,NA,138,623,thetys,NA,NA,1,NA,inv4,NA,NA,NA,NA
box#1_2013,Hopkins SIA OS1305 leg 2,1305,6/19/13,NA,141,617,hake,NA,NA,1,adult hake- possible tissue?,inv4,NA,NA,NA,NA
box#1_2013,Hopkins SIA OS1305 leg 2,1305,6/19/13,NA,138,623,sardine,NA,NA,1,adult sardine- tissue,inv4,NA,NA,NA,NA
box#1_2013,Hopkins SIA OS1305 leg 2,1305,6/19/13,NA,137,62,pacific sanddab,NA,NA,2,NA,inv4,NA,NA,NA,NA
box#1_2013,Hopkins SIA OS1305 leg 2,1305,6/18/13,NA,134,605,blue lanternfish,NA,NA,5,NA,inv4,NA,NA,NA,NA
box#1_2013,Hopkins SIA OS1305 leg 2,1305,6/18/13,NA,134,605,northern lampfish,NA,NA,5,NA,inv4,NA,NA,NA,NA
box#1_2013,Hopkins SIA OS1305 leg 2,1305,6/20/13,NA,142,615,thetys,NA,NA,1,NA,inv4,NA,NA,NA,NA
box#1_2013,Hopkins SIA OS1305 leg 2,1305,6/19/13,NA,141,617,pacific sanddab,NA,NA,1,NA,inv4,NA,NA,NA,NA
box#1_2013,Hopkins SIA OS1305 leg 2,1305,6/18/13,NA,136,621,pacific sanddab,NA,NA,5,juv,inv4,NA,NA,NA,NA
box#1_2013,Hopkins SIA OS1305 leg 2,1305,6/18/13,NA,134,605,pacific sanddab,NA,NA,1,NA,inv4,NA,NA,NA,NA
box#1_2013,Hopkins SIA OS1305 leg 2,1305,6/20/13,NA,143,613,northern lampfish,NA,NA,5,NA,inv4,NA,NA,NA,NA
box#1_2013,Hopkins SIA OS1305 leg 2,1305,6/19/13,NA,140,627,blue lanternfish,NA,NA,1,NA,inv4,NA,NA,NA,NA
box#1_2013,Hopkins SIA OS1305 leg 2,1305,6/19/13,NA,141,617,blue lanternfish,NA,NA,5,NA,inv4,NA,NA,NA,NA
box#1_2013,Hopkins SIA OS1305 leg 2,1305,6/20/13,NA,142,615,northern lampfish,NA,NA,5,NA,inv4,NA,NA,NA,NA
box#1_2013,Hopkins SIA OS1305 leg 2,1305,6/18/13,NA,135,607,northern lampfish,NA,NA,6,NA,inv4,NA,NA,NA,NA
box#1_2013,Hopkins SIA OS1305 leg 2,1305,6/18/13,NA,135,607,blue lanternfish,NA,NA,5,NA,inv4,NA,NA,NA,NA
box#1_2013,Hopkins SIA OS1305 leg 2,1305,6/19/13,NA,142,615,hake,NA,NA,1,adult hake- tissue,inv4,NA,NA,NA,NA
box#1_2013,Hopkins SIA OS1305 leg 2,1305,6/19/13,NA,138,623,pacific sanddab,NA,NA,1,juv,inv4,NA,NA,NA,NA
box#1_2013,Hopkins SIA OS1305 leg 2,1305,6/19/13,NA,139,625,northern lampfish,NA,NA,5,NA,inv4,NA,NA,NA,NA
box#1_2013,Hopkins SIA OS1305 leg 2,1305,6/19/13,NA,138,623,hake,NA,NA,1,adult hake- tissue,inv4,NA,NA,NA,NA
box#1_2013,Hopkins SIA OS1305 leg 2,1305,6/19/13,NA,139,625,pacific sanddab,NA,NA,6,juv,inv4,NA,NA,NA,NA
box#1_2013,Hopkins SIA OS1305 leg 2,1305,6/18/13,NA,136,621,pacific sanddab,NA,NA,1,adult,inv4,NA,NA,NA,NA
box#1_2013,Hopkins SIA OS1305 leg 2,1305,6/19/13,NA,139,625,thetys,NA,NA,1,NA,inv4,NA,NA,NA,NA
box#1_2013,Hopkins SIA OS1305 leg 2,1305,6/20/13,NA,142,615,blue lanternfish,NA,NA,4,NA,inv4,NA,NA,NA,NA
box#1_2013,Hopkins SIA OS1305 leg 2,1305,6/19/13,NA,141,617,northern lampfish,NA,NA,5,NA,inv4,NA,NA,NA,NA
box#1_2013,Hopkins SIA OS1305 leg 2,1305,6/19/13,NA,137,62,hake,NA,NA,5,juv,inv4,NA,NA,NA,NA
box#1_2013,Hopkins SIA OS1305 leg 2,1305,6/18/13,NA,134,605,thetys,NA,NA,1,NA,inv4,NA,NA,NA,NA
box#1_2013,Hopkins SIA OS1305 leg 2,1305,6/20/13,NA,143,613,hake,NA,NA,1,adult-tissue,inv4,NA,NA,NA,NA
box#1_2013,Hopkins SIA OS1305 leg 2,1305,6/19/13,NA,138,623,blue lanternfish,NA,NA,2,NA,inv4,NA,NA,NA,NA
box#1_2013,Hopkins SIA OS1305 leg 2,1305,6/19/13,NA,138,623,hake,NA,NA,3,juv,inv4,NA,NA,NA,NA
box#1_2013,Hopkins SIA OS1305 leg 2,1305,6/19/13,NA,NA,617,plankton,NA,bongo #36,NA,zooplankton/phytoplankton,inv4,NA,NA,NA,NA
box#1_2013,Hopkins SIA 1305 leg1 bag 8,1305,5/17/13,NA,127,170,hake,NA,NA,4,juv,inv8,NA,NA,NA,NA
