CRUISE,HAUL_NO,VESSEL,HAUL_DATE,CTD_INDEX,NET_IN_LAT,NET_IN_LONG,NET_IN_TIME,DOORS_IN_LAT,DOORS_IN_LONG,DOORS_IN_TIME,NET_FISHING_LAT,NET_FISHING_LONG,NET_FISHING_TIME,NET_BACK_LAT,NET_BACK_LONG,NET_BACK_TIME,NET_HEADROPE_DEPTH,DOORS_OUT_LAT,DOORS_OUT_LONG,DOORS_OUT_TIME,NET_OUT_LAT,NET_OUT_LONG,NET_OUT_TIME,WIRE_OUT,TDR_DEPTH,STATION,DEPTH_STRATA,SWEEP,BOTTOM_DEPTH,PROBLEM,STANDARD_STATION,WIND_DIRECTION,WIND_SPEED,BARO_PRESSURE,CLOUD_COVER,NOTES
1802,124,RL,6/18/18 0:01,204,3907.65,12358.48,6/18/18 0:01,3907.95,12358.73,6/18/18 0:07,3908.11,12358.89,6/18/18 0:10,3908.74,12359.33,6/18/18 0:25,35.2,3908.83,12359.39,6/18/18 0:28,3909.56,12359.92,6/18/18 0:44,,37,463,2,,434,0,1,134.91,4.73,1015.79,,
1802,125,RL,6/18/18 2:09,207,3907.62,12417.90,6/18/18 2:09,3907.82,12418.27,6/18/18 2:17,3907.93,12418.46,6/18/18 2:19,3908.21,12419.05,6/18/18 2:34,35.2,3908.22,12419.11,6/18/18 2:36,3908.40,12419.98,6/18/18 2:55,,40,464,2,,2120,0,1,198.51,2.97,1016.36,,
1802,126,RL,6/18/18 4:10,206,3907.75,12435.32,6/18/18 4:10,3907.85,12435.78,6/18/18 4:17,3907.91,12435.96,6/18/18 4:19,3908.09,12436.90,6/18/18 4:34,,3908.11,12437.02,6/18/18 4:36,3908.26,12438.23,6/18/18 4:54,,34,465,2,,3339,0,1,125,2.8,1016.69,,
1802,127,RL,6/18/18 21:48,213,3809.77,12259.46,6/18/18 21:48,3809.90,12259.74,6/18/18 21:50,3809.90,12259.74,6/18/18 21:52,3809.90,12259.74,6/18/18 21:55,,3809.90,12259.74,6/18/18 21:58,3810.02,12300.01,6/18/18 22:01,,,165,1,,53,3,0,317.42,14.15,1017.47,,Trawl aborted due to large numbers of Aurelia seen at surface
1802,128,RL,6/18/18 23:03,212,3809.55,12309.15,6/18/18 23:03,3809.80,12309.65,6/18/18 23:14,3809.93,12309.92,6/18/18 23:17,3810.25,12310.54,6/18/18 23:32,29.4,3810.30,12310.63,6/18/18 23:35,3810.50,12311.56,6/18/18 23:53,,39,167,2,,93,0,1,320.36,13.12,1017.42,,
1802,129,RL,6/19/18 1:53,210,3809.55,12327.71,6/19/18 1:53,3809.58,12328.03,6/19/18 1:59,3809.62,12328.17,6/19/18 2:01,3809.66,12328.84,6/19/18 2:16,,3809.65,12328.93,6/19/18 2:19,3809.40,12329.83,6/19/18 2:37,,40,171,2,,325,0,1,304.1,16.93,1016.99,,
1802,130,RL,6/19/18 3:50,214,3809.51,12341.71,6/19/18 3:50,3809.61,12341.95,6/19/18 3:56,3809.75,12342.21,6/19/18 4:00,3809.98,12342.82,6/19/18 4:15,33.8,3810.01,12342.90,6/19/18 4:17,3810.11,12343.93,6/19/18 4:38,,39,174,2,,2105,0,1,307.93,19.31,1016.92,,
1802,131,RL,6/19/18 21:59,220,3810.40,12500.42,6/19/18 21:59,3810.06,12500.14,6/19/18 22:08,3809.84,12459.95,6/19/18 22:12,3809.32,12459.54,6/19/18 22:27,,3809.23,12459.47,6/19/18 22:30,3808.61,12458.97,6/19/18 22:47,,38,181,2,,3900,0,1,315.53,10.91,1018.88,,
1802,132,RL,6/20/18 0:00,219,3810.80,12445.87,6/20/18 0:00,3810.43,12445.45,6/20/18 0:11,3810.26,12445.27,6/20/18 0:14,3809.87,12444.80,6/20/18 0:29,32.8,3809.82,12444.73,6/20/18 0:32,3809.47,12444.06,6/20/18 0:48,,36,180,2,,3900,0,1,308.91,12.42,1018.44,,
1802,133,RL,6/20/18 1:42,218,3810.73,12433.76,6/20/18 1:42,3810.52,12433.51,6/20/18 1:47,3810.39,12433.36,6/20/18 1:50,3809.92,12432.79,6/20/18 2:05,29.8,3809.85,12432.70,6/20/18 2:07,3809.28,12431.88,6/20/18 2:25,,34,179,2,,3555,0,1,308.55,12.88,1017.92,,
1802,134,RL,6/20/18 4:11,221,3810.27,12412.57,6/20/18 4:11,3810.06,12412.29,6/20/18 4:18,3809.92,12412.14,6/20/18 4:20,3809.45,12411.55,6/20/18 4:35,30.3,3809.40,12411.48,6/20/18 4:37,3808.66,12410.63,6/20/18 4:58,,34,177,2,,3689,0,1,311.04,13.55,1016.72,,
1802,135,RL,6/20/18 21:52,226,3746.25,12251.32,6/20/18 21:52,3746.57,12251.75,6/20/18 22:04,3746.65,12251.86,6/20/18 22:06,3746.77,12252.03,6/20/18 22:11,,3746.80,12252.08,6/20/18 22:13,3747.12,12252.66,6/20/18 22:32,,21,139,1,,56,0,1,308.47,21.5,1016.5,,
1802,136,RL,6/21/18 2:04,228,3734.86,12248.62,6/21/18 2:04,3735.01,12249.00,6/21/18 2:12,3735.06,12249.11,6/21/18 2:13,3735.14,12249.33,6/21/18 2:18,,3735.16,12249.39,6/21/18 2:20,3735.74,12250.65,6/21/18 2:52,,17,237,1,,73,4,0,312.43,18.68,1016.74,,CA sea lion in net
1802,900,RL,5/16/18 3:04,,3639.75,12156.35,,,,,,,,,,,,,,,,,,,,112,2,,,3,0,,,,,"Too many Aurelia seen, so station aborted"
1802,901,RL,5/25/18 0:56,,3742.09,12254.56,,,,,,,,,,,,,,,,,,,,138,1,,,3,0,,,,,"6 Chrysaora fuscescens caught in bongo, station aborted"
1802,902,RL,6/10/18 23:07,,3639.62,12156.17,,,,,,,,,,,,,,,,,,,,112,2,,,3,0,,,,,Too many Aurelia
1802,903,RL,6/11/18 1:12,,3638.46,12202.54,,,,,,,,,,,,,,,,,,,,113,2,,,3,0,,,,,Too many Aurelia
1802,904,RL,6/20/18 23:18,,3742.21,12253.30,,,,,,,,,,,,,,,,,,,,138,1,,,3,0,,,,,Too many Chrysaora fuscescens
